ID,Q_ID,Title,Description,Answer
325327,1,@NAMD,can i please be added to the gadi namd software group. i have read and agreed to the[namd license agreement|http://www.ks.uiuc.edu/research/namd/license.html],"* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
365428,1,@NAMD, i'm already registered for namd and this is my username: xxx@xxx,"* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
368825,1,@NAMD,i have registered for namd and have agreed to the licence agreement. my username is xxxx,"* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
309816,1,@NAMD,i would like to have access to the namd and vmd. my username on the developer's website is xxx and my nci id is xxx,"* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
10056,1,@NAMD,"How can I access NAMD on NCI's system, and where can I find assistance if I need it?","* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
10057,1,@NAMD,"What is the process for gaining access to NAMD on the NCI system, and how can I request approval for access?","* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
10058,1,@NAMD,Is there a specific link or website I should visit to join the NAMD project on NCI's system?,"* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
10059,1,@NAMD,How long does it typically take for the system changes to propagate after requesting access to NAMD?,"* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
10060,1,@NAMD,Are there any specific instructions or steps I need to follow after gaining access to NAMD on NCI's system?,"* If you require assistance with NAMD, visit https://opus.nci.org.au/pages/viewpage.action?pageId=248840525
* To get access to NAMD, go to https://my.nci.org.au/mancini/project/namd, click ""join,"" and we'll approve your request.
Note: Please allow approximately 30 minutes for the changes to propagate throughout the system before logging in again."
382109,2,@Job Not Running & Always in the queue," i have a question about my submitted jobs. so far, i have seen two status for my jobs: r and q. i reckon r for running and q for queueing. today, i have realized that there is a new status which is h. what does h stand for? why all my submitted jobs with h status run?  i attach the screenshot below","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
392512,2,@Job Not Running & Always in the queue," my job xxx cannot run and it has been in the ""q"" status for a long time.   could you help me with this?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
390617,2,@Job Not Running & Always in the queue,i submitted a job this morning and for 3 hours the job state is still in the queue.  could it be that the scheduled maintenance for gadi that is why the  job is not running?,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
396008,2,@Job Not Running & Always in the queue,i am a gadi user. i am writing to enquire about my submitted jobs. i submitted 2 jobs this morning and their status is h. could you please have a look?,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
346119,2,@Job Not Running & Always in the queue,"my job xxx is always in the queue and not running, could you please let it run?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
304608,2,@Job Not Running & Always in the queue,"i had submitted a job file on the xxth of this month. however, there is no progress with the job my user name is xxx.  i tried to check the job status using qstat -u command but no response.  please assist me with this.","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
314105,2,@Job Not Running & Always in the queue,"i submitted few jobs on 23rd nov (monday). only one job is completed, others are still in queue.  can you plz let me know why those jobs are not running","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
297121,2,@Job Not Running & Always in the queue,i have an abaqus job placed on hold (status: h). could you please let me know the reason why it is not running,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
335423,2,@Job Not Running & Always in the queue,could you please let me know why my submitted jobs are halted?,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
350612,2,@Job Not Running & Always in the queue,"would you please advise me regarding my job number: xxx i have submitted it on 16th and was supposed to finish on 18th of november as mentioned in the attached file, but seems not finished as no file is generated.","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
371309,2,@Job Not Running & Always in the queue,"i tried to submit a job yesterday afternoon, but it hasn't started to run. could you please check what happened? The job is in xx/xx/xx","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
289710,2,@Job Not Running & Always in the queue," i am user xxxx from project xxxx. i have submitted a job yesterday ( xxx.gadi-pbs ), but it has not been executed yet. i received emails from you regarding maintenance of your system. can you please update me what is the reason for my jobs not being executed and what i can do in this regard?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
351703,2,@Job Not Running & Always in the queue,my job (# xxxx) seems to be stuck as it had an elapsed time of ~24hrs yesterday afternoon and now it's still reporting elapsed time of ~24hrs. i tried to qcat and qps to see what was happening but there was no response.,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
339005,2,@Job Not Running & Always in the queue,"hi nci helpdesk,  my interactive job has been submitted for a while and it's not running, would you please help me check what is the issue?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
327131,2,@Job Not Running & Always in the queue,"i am facing a problem while starting my job. it kind of freezes, and even after 1 hour, it has not started. what could be the problem?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
363821,2,@Job Not Running & Always in the queue,"i am xxx from project xxxx, and my account is xxx@xxx  i don't know why my jobs cannot be allocated now. it can work until this morning.","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
368307,2,@Job Not Running & Always in the queue,"a few of my jobs have been in the queue for a couple of days, which has not happened before. i checked the job status (qstat -sw jobid) and it shows ""not running: job is under job_sort_formula threshold value"". what does this mean? how can i get the jobs started running?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
398389,2,@Job Not Running & Always in the queue,"i can't run my jobs successfully, could you please give me some suggestions for my errors?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
362425,2,@Job Not Running & Always in the queue,"i have a number of jobs i need to run, but the queue is not accepting any of my jobs? they are't held (ie there shouldn't be anything wrong with the available resources), they just sit there.  some of them have been there for almost a day, and even when i remove them and put them back on, which i have just done for all of them, they are all still waiting.  i haven't had this happen since raijin, so i was wondering what was happening","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
288920,2,@Job Not Running & Always in the queue,"hi officer,  my job xxx is queue for hours, is there something wrong with it?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
334810,2,@Job Not Running & Always in the queue,"my name is xxx. i'm writing to inquire about the job in nci. i submited jobs yesterday and found the job is always waiting in the queue. i tried again this morning, but the problem remains. the job it is xxxxx. could you please check it for me?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
352016,2,@Job Not Running & Always in the queue,"i submit a job yesterday and it is still on queue today. it a bit strange for me. usually it would not take that long to run a case. could you advice? below are my user, project and case id.xxxx, xxx, xxxxx .gadi-pbs  i looking forward to hearing your advice.","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
352041,2,@Job Not Running & Always in the queue,"hi,   i am xxxx, i submit the job xxx yesterday, and now it is still in the queue which is unnormal.   do you know the reason, and help me run it?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
372002,2,@Job Not Running & Always in the queue,"I have submitted a job around 10 hrs ago. it is still in the queue. the id is job in the queue ""xxxx.gadi-pbs"".   are there any settings that will reduce the delay in the queue?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
348413,2,@Job Not Running & Always in the queue,i hope you are doing well.  it has been two days since i cannot submit any job in the hugemem queue option. it has been waiting for a long time but the job is still in the queue. could you please help me out to resolve this issue?,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
321910,2,@Job Not Running & Always in the queue,"this is xxx from xxx university ( user: xxx, project xxx). any job i have submitted from yesterday are being queued. can you please let me know if there is any reason for that?  thanks and","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
314105,2,@Job Not Running & Always in the queue,"hello nci,  i submitted few jobs on 23rd nov (monday). only one job is completed, others are still in queue.  can you plz let me know why those jobs are not running?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
289220,2,@Job Not Running & Always in the queue,"hi,  i am user xxx from project xxx. i am have been running jobs on gadi without any problems. i submitted a few jobs this morning and their status is still q.  the jobids are: xxx.gadi-pbs xxx.gadi-pbs xxx.gadi-pbs xxx.gadi-pbs xxx.gadi-pbs 3039297.gadi-pbs  could you have a look why i am stuck in queue?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
352036,2,@Job Not Running & Always in the queue,i have been observing that my submitted jobs are in queued for longer time than usual. is it because gadi is busier than usual? or there is any issue with my account?   my details:  id: xxx  group: xxx,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
346119,2,@Job Not Running & Always in the queue,"my job xxx is alsway in the que and not running, could you please let it run?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
295110,2,@Job Not Running & Always in the queue,"hi there,  from 1:00 a.m. this morning, my job is still queued, then i delete it, and reduce the required time, but it still doesn't seem to work. can you give me some guidance?","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
306521,2,@Job Not Running & Always in the queue,"i just noticed the job i run on gadi is on queue. normally it runs as soon as i run the script but not this time. is there some scheduled maintenance done at the moment? i haven't made any changes to the script, the directory nor the software i'm using, so i have no idea why the job is on queue.","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
364403,2,@Job Not Running & Always in the queue,"my jobs sent to gadi on 3 apr, are stuck in queue. could you please explain the reason below and advise me how this can be resolvedi had a confusion as q2 scheduled maintenance is on tuesday 05 apr 2022 (8:00 am to 6:00 pm aest), unless it been rescheduled.","Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
334318,2,@Job Not Running & Always in the queue,i submitted the job with id xxxx.  the queue status is h.  would you be able to run it?  please let me know.  thank you very much.,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
311228,2,@Job Not Running & Always in the queue,i have submitted three cases a few hours ago but they are all still in the queue. i've checked that we have enough allocation and my peers within the same group hasn't had any issues with jobs.   was wondering if you can advise if there's any issue with these submissions?,"Jobs on Gadi might not run for various reasons, you can utilise [ qstat -sw <jobID> ] to identify potential issues.
Common reasons include insufficient project allocation, where the project does not have enough Service Units (SUs) to run the job, and you can check the project's grant position using [ nci_account -P <project_code> ].
* If you're wondering about the status of your job being consistently in the queue or not running, please consult https://opus.nci.org.au/pages/viewpage.action?pageId=230490410
* If you require us to look into a particular job or jobs, please share the associated job ID(s) with us via help@nci.org.au."
